_id,tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
1756,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-12T00:00:00,2006-01-03T00:00:00,4006,CORDOBA Nº 02,Córdoba,Nacional,2006,12,SEDAN 4 PTAS,53,VOLKSWAGEN,JB,POLO CLASSIC 1.6,1,Privado,Física,CORDOBA,CORDOBA,No identificado,1987,ARGENTINA,100,14,200
1757,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-12T00:00:00,2011-01-04T00:00:00,4007,CORDOBA Nº 03,Córdoba,Nacional,2011,12,SEDAN 4 PTAS,17,FIAT,AV,SIENA ATTRACTIVE 1.4  BENZINA,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1961,ARGENTINA,100,14,200
1758,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-12T00:00:00,2018-08-30T00:00:00,4012,DEAN FUNES,Córdoba,Nacional,2018,20,PICK-UP,53,VOLKSWAGEN,7D,AMAROK DC TDI 140 CV M 4X2 EU5,1,Privado,Física,DEAN FUNES,CORDOBA,Femenino,1998,ARGENTINA,100,14,200
1759,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-12T00:00:00,1997-02-04T00:00:00,4038,CORDOBA Nº 07,Córdoba,Nacional,1997,12,BERLINA 5 PUERTAS,37,RENAULT,BC,CLIO RT 5 PTAS. C/D.A.,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1979,ARGENTINA,100,14,200
1760,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-12T00:00:00,2007-08-14T00:00:00,4046,VILLA ALLENDE Nº 1,Córdoba,Protocolo 21,2007,5,SEDAN 5 PTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,VILLA ALLENDE,CORDOBA,Femenino,1985,ARGENTINA,100,14,200
1761,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-12T00:00:00,2000-01-07T00:00:00,13011,MENDOZA Nº 05,Mendoza,Nacional,2000,,RURAL 3 PTAS.,34,PEUGEOT,AF,PARTNER BRKN,1,Privado,Física,LAVALLE,MENDOZA,Masculino,1961,ARGENTINA,100,50,200
1762,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-12T00:00:00,2009-10-09T00:00:00,21042,ROSARIO Nº 07,Santa Fe,Nacional,2009,22,FURGON,37,RENAULT,VX,KANGOO CONFORT 1.6 5 A CD DA SVT 600KG,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1949,ARGENTINA,100,82,200
1763,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-12T00:00:00,2011-01-13T00:00:00,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,53,VOLKSWAGEN,NB,SURAN 1.6L 5D,1,Privado,Física,LOMA HERMOSA,BUENOS AIRES,Masculino,1971,ARGENTINA,100,6,200
1764,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-04-24T00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Protocolo 21,2006,2,SEDAN 4 PTAS,044,FIAT,600,SIENA FIRE 1242 MPI 16V,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,No identificado,1999,ARGENTINA,100,6,200
1765,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2009-05-21T00:00:00,23013,TUCUMAN Nº 10,Tucumán,Nacional,2009,12,SEDAN 4 PTAS,08,CHEVROLET,BX,CORSA CLASSIC 4 PTAS BASE 1.6N,1,Privado,Física,SAN MIGUEL DE TUCUMAN,TUCUMAN,Masculino,1983,ARGENTINA,100,90,200
1766,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2005-12-15T00:00:00,1239,QUILMES Nº 8,Buenos Aires,Protocolo 21,2005,30,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1992,ARGENTINA,100,6,200
1767,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2008-10-01T00:00:00,21016,ROSARIO Nº 04,Santa Fe,Protocolo 21,2008,5,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,ROSARIO,SANTA FE,Masculino,2006,ARGENTINA,100,82,200
1768,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-04-11T00:00:00,1240,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,2013,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,JOSÉ C. PAZ,BUENOS AIRES,No identificado,1993,ARGENTINA,50,6,200
1769,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2009-10-09T00:00:00,4058,EMBALSE,Córdoba,Nacional,2009,17,SEDAN 5 PTAS,07,CITROEN,69,C4 5P 2.0 HDI SX,1,Privado,Física,VILLA DEL DIQUE,CORDOBA,Femenino,1989,ARGENTINA,100,14,200
1770,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2022-02-14T00:00:00,1244,LA MATANZA Nº 11,Buenos Aires,Protocolo 21,2022,5,SEDAN 5 PUERTAS,024,CHEVROLET,785,ONIX 1.0T AT LTZ,1,Privado,Física,RAMOS MEJÍA,BUENOS AIRES,Femenino,1996,ARGENTINA,100,6,200
1771,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-10-06T00:00:00,1244,LA MATANZA Nº 11,Buenos Aires,Nacional,2006,12,SEDAN 4 PTAS,34,PEUGEOT,GB,307 XS 2.0 HDI 4P 90 CV,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,No identificado,1973,ARGENTINA,100,6,200
1772,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2001-01-19T00:00:00,13016,MENDOZA Nº 10,Mendoza,Protocolo 21,2001,11,PICK UP,024,CHEVROLET,321,S10 2.8 DLX T.I. (CABINA DOBLE),1,Privado,Física,EL PLUMERILLO,MENDOZA,Masculino,1986,ARGENTINA,100,50,200
1773,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1996-06-07T00:00:00,13016,MENDOZA Nº 10,Mendoza,Protocolo 21,1996,22,SEDAN 3 PTAS,"",CHEVROLET,"",CORSA GL 1.6 MPFI,1,Privado,Física,VILLA NUEVA GLLEN.,MENDOZA,Masculino,1969,ARGENTINA,100,50,200
1774,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-09-03T00:00:00,21022,SAN LORENZO Nº 1,Santa Fe,Protocolo 21,2007,5,SEDAN 5 PTAS,024,CHEVROLET,405,MERIVA GL PLUS 1.8 SOHC,1,Privado,Física,ROLDAN,SANTA FE,Masculino,1983,ARGENTINA,100,82,200
1775,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2012-06-18T00:00:00,21053,SAN LORENZO Nº 3,Santa Fe,Importado,2012,2,SEDAN 4 PTAS,024,CHEVROLET,532,CRUZE 1.8 LTZ,1,Privado,Física,PUERTO GENERAL SAN MARTÍN,SANTA FE,Masculino,1988,ARGENTINA,100,82,200
1776,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2015-01-26T00:00:00,13021,MENDOZA Nº 13,Mendoza,Protocolo 21,2015,2,SEDAN 4 PUERTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,CAPITAL,MENDOZA,Masculino,1937,ARGENTINA,100,50,200
1777,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-02-09T00:00:00,13021,MENDOZA Nº 13,Mendoza,Nacional,2006,20,PICK-UP,19,FORD,SB,RANGER DC 4X2 XL PLUS 2.8L D,1,Privado,Física,PRESIDENTE SARMIENTO,MENDOZA,Masculino,1962,ARGENTINA,100,50,200
1778,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2018-01-15T00:00:00,1250,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Protocolo 21,2018,4,RURAL 5 PUERTAS,047,FORD,B62,ECOSPORT TITANIUM 1.5L MT N,1,Privado,Física,ITUZAINGO,BUENOS AIRES,Femenino,1971,ARGENTINA,50,6,200
1779,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-06-04T00:00:00,13022,GENERAL SAN MARTIN Nº 3,Mendoza,Protocolo 21,2013,2,SEDAN 4 PTAS,044,FIAT,782,GRAND SIENA ATTRACTIVE 1.4 8V,1,Privado,Física,LOS BARRIALES,MENDOZA,No identificado,1959,ARGENTINA,100,50,200
1780,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1998-07-28T00:00:00,13023,MENDOZA Nº 14,Mendoza,Nacional,1998,17,SEDAN 5 PTAS,17,FIAT,24,PALIO EL 5P,1,Privado,Física,VISTALBA,MENDOZA,Masculino,1991,ARGENTINA,100,50,200
1781,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-10-22T00:00:00,1005,AVELLANEDA Nº 2,Buenos Aires,Protocolo 21,2013,2,SEDAN 4 PUERTAS,136,VOLKSWAGEN,496,VOYAGE 1.6 GP,1,Privado,Física,WILDE,BUENOS AIRES,No identificado,1968,ARGENTINA,50,6,200
1782,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1999-09-13T00:00:00,1011,BARADERO,Buenos Aires,Nacional,1999,22,FURGON VIDRIADO C/ ASIENT,53,VOLKSWAGEN,02,CADDY 1.9 SD 99A,1,Privado,Física,BARADERO,BUENOS AIRES,Femenino,1987,ARGENTINA,100,6,200
1783,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-05-28T00:00:00,4067,ALTA GRACIA Nº 2,Córdoba,Protocolo 21,2010,2,SEDAN 4 PTAS,044,FIAT,688,LINEA DUALOGIC 1.9 16V,1,Privado,Física,ALTA GRACIA,CORDOBA,Masculino,1967,ARGENTINA,100,14,200
1784,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2021-07-19T00:00:00,4067,ALTA GRACIA Nº 2,Córdoba,Protocolo 21,2021,5,SEDAN 5 PUERTAS,027,CITROEN,579,C4 CACTUS VTI 115 EAT6 RIP CURL,1,Privado,Física,POTRERO DE GARAY,CORDOBA,Masculino,1948,ARGENTINA,100,14,200
1785,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1997-04-16T00:00:00,1044,LA PLATA Nº 02,Buenos Aires,Protocolo 21,1997,17,CHASIS C/CABINA,047,FORD,086,F-4000 D,1,Privado,Jurídica,MANUEL B. GONNNET,BUENOS AIRES,No aplica,2017,No aplica,100,6,
1786,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2018-07-31T00:00:00,1062,MERLO Nº 1,Buenos Aires,Protocolo 21,2018,4,RURAL 5 PUERTAS,112,RENAULT,A17,DUSTER PH2 EXPRESSION 1.6,1,Privado,Física,LIBERTAD,BUENOS AIRES,Femenino,1957,PERU,100,6,222
1787,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2016-08-09T00:00:00,1064,MORENO Nº 1,Buenos Aires,Protocolo 21,2016,5,SEDAN 5 PUERTAS,044,FIAT,689,PALIO FIRE 1.4,1,Privado,Física,MORENO,BUENOS AIRES,Femenino,1993,ARGENTINA,100,6,200
1788,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2011-01-05T00:00:00,1071,PELLEGRINI,Buenos Aires,Importado,2011,2,SEDAN 4 PTAS,018,BMW,111,528 I,1,Privado,Física,PELLEGRINI,BUENOS AIRES,No identificado,1989,ARGENTINA,100,6,200
1789,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-06-12T00:00:00,1074,PILAR Nº 1,Buenos Aires,Importado,2014,5,SEDAN 5 PUERTAS,044,FIAT,760,QUBO 1.4 8V ACTIVE,1,Privado,Física,PILAR,BUENOS AIRES,Masculino,1975,ARGENTINA,100,6,200
1790,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2001-12-12T00:00:00,1078,LA MATANZA Nº 01,Buenos Aires,Nacional,2001,12,SEDAN 4 PUERTAS,08,CHEVROLET,61,CORSA 4 PTAS. WIND 1.7 D,1,Privado,Física,SAN JUSTO,BUENOS AIRES,Femenino,1996,ARGENTINA,100,6,200
1791,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1996-03-07T00:00:00,1088,SAN MARTIN Nº 1,Buenos Aires,Nacional,1996,12,SEDAN 4 PTAS,17,FIAT,79,DUNA CS D,1,Privado,Física,SAN ANDRES,BUENOS AIRES,Masculino,1982,ARGENTINA,100,6,200
1792,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2012-08-22T00:00:00,1090,SAN MIGUEL Nº 1,Buenos Aires,Nacional,2012,20,PICK-UP,68,TOYOTA,24,HILUX 4X2 CABINA DOBLE SRV 3.0 TDI,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1963,ARGENTINA,100,6,200
1793,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1999-09-15T00:00:00,1090,SAN MIGUEL Nº 1,Buenos Aires,Protocolo 21,1999,22,SEDAN 3 PTAS,136,VOLKSWAGEN,275,GOL 1.8,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Femenino,1972,ARGENTINA,100,6,200
1794,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2016-01-07T00:00:00,1100,TRES DE FEBRERO Nº 1,Buenos Aires,Importado,2016,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,544,GOLF 1.4L TSI BLUEMOTION TECHNO,1,Privado,Física,CIUDAD JARDIN LOMAS DEL PALOMAR,BUENOS AIRES,Masculino,1994,ARGENTINA,100,6,200
1795,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2005-06-07T00:00:00,1100,TRES DE FEBRERO Nº 1,Buenos Aires,Nacional,2005,22,FURGON VID C/ASIENT,34,PEUGEOT,DT,PARTNER FURGON D PLC CONFORT,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1991,ARGENTINA,100,6,200
1796,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2023-05-29T00:00:00,1106,LA MATANZA Nº 02,Buenos Aires,Protocolo 21,2023,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,740,NIVUS COMFORTLINE 200 TSI AT,1,Privado,Física,RAMOS MEJÍA,BUENOS AIRES,Femenino,1961,ARGENTINA,100,6,200
1797,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2017-11-16T00:00:00,1107,LANUS Nº 2,Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,80,HONDA,11,HR-V EXL CVT,1,Privado,Física,LANUS OESTE,BUENOS AIRES,Masculino,1979,ARGENTINA,100,6,200
1798,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2021-03-08T00:00:00,1115,MORON Nº 01,Buenos Aires,Nacional,2021,20,PICK-UP,53,VOLKSWAGEN,7E,AMAROK DC TDI 140 CV M 4X4 EU5,1,Privado,Física,MORON,BUENOS AIRES,Masculino,1996,ARGENTINA,100,6,200
1799,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2002-02-15T00:00:00,1115,MORON Nº 01,Buenos Aires,Nacional,,12,SEDAN 4 PTAS,08,CHEVROLET,61,CORSA 4 PTAS WIND 1.7 D,1,Privado,Física,MORON,BUENOS AIRES,Masculino,1946,ESPAÑA,50,6,410
1800,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2022-06-23T00:00:00,1118,QUILMES Nº 2,Buenos Aires,Nacional,2022,17,SEDAN 5 PUERTAS,37,RENAULT,3V,SANDERO PH2 LIFE 1.6,1,Privado,Física,BERNAL,BUENOS AIRES,Femenino,1954,ARGENTINA,100,6,200
1801,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2005-11-30T00:00:00,1118,QUILMES Nº 2,Buenos Aires,Nacional,2005,17,SEDAN 5 PTAS,08,CHEVROLET,BE,CORSA II 5P GL AA/DIR GAS 1.8,1,Privado,Física,BERNAL,BUENOS AIRES,Femenino,1986,ARGENTINA,100,6,200
1802,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2001-12-07T00:00:00,1119,MORON Nº 03,Buenos Aires,Importado,1984,2,SEDAN 4 PUERTAS,089,MAZDA,196,626 LX 2.0 D,1,Privado,Física,HAEDO,BUENOS AIRES,No identificado,1974,ARGENTINA,100,6,200
1803,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2024-09-26T00:00:00,1119,MORON Nº 03,Buenos Aires,Protocolo 21,2024,4,RURAL 5 PUERTAS,151,JEEP,139,RENEGADE LONGITUDE T270 AT6 FWD,1,Privado,Física,MORÓN,BUENOS AIRES,Masculino,1968,ARGENTINA,50,6,200
1804,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-11-28T00:00:00,1120,LA MATANZA Nº 03,Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,VF,SURAN 1.6L 5P 766,1,Privado,Física,LA TABLADA,BUENOS AIRES,Masculino,1961,ARGENTINA,50,6,200
1805,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-07-10T00:00:00,1120,LA MATANZA Nº 03,Buenos Aires,Nacional,2006,12,SEDAN 4 PTAS,34,PEUGEOT,ES,PARTNER PATAGONICA 1.9 D,1,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,No identificado,1980,ARGENTINA,100,6,200
1806,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1999-09-28T00:00:00,1122,LOMAS DE ZAMORA Nº 2,Buenos Aires,Nacional,1999,18,SEDAN 3 PUERTAS,53,VOLKSWAGEN,34,GOL 1.0L MI PLUS,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1993,ARGENTINA,100,6,200
1807,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2001-01-23T00:00:00,1123,SAN MARTIN Nº 3,Buenos Aires,Importado,1999,5,SEDAN 5 PTAS,047,FORD,491,FOCUS GHIA D,1,Privado,Física,V.BALLESTER,BUENOS AIRES,Masculino,1996,ARGENTINA,100,6,200
1808,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1997-11-25T00:00:00,21058,ROSARIO Nº 15,Santa Fe,Importado,1997,5,SEDAN 5 PTAS,112,RENAULT,116,LAGUNA RXE 2.0S,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1992,ARGENTINA,100,82,200
1809,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-03-22T00:00:00,1128,SAN MIGUEL Nº 2,Buenos Aires,Protocolo 21,2013,5,SEDAN 5 PUERTAS,024,CHEVROLET,602,CELTA 1.4N LT SPIRIT,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Femenino,1984,ARGENTINA,100,6,200
1810,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2011-12-20T00:00:00,1128,SAN MIGUEL Nº 2,Buenos Aires,Protocolo 21,2011,2,SEDAN 4 PTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1988,ARGENTINA,100,6,200
1811,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-03-23T00:00:00,1131,CAPILLA DEL SEÑOR,Buenos Aires,Nacional,2007,20,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0 D,1,Privado,Física,LOS CARDALES,BUENOS AIRES,Femenino,1986,ARGENTINA,100,6,200
1812,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1997-04-29T00:00:00,1133,SAN MIGUEL Nº 3,Buenos Aires,Nacional,1997,22,FURGON,37,RENAULT,55,TRAFIC CORTO NAF.S/P.LAT.,1,Privado,Física,BELLA VISTA,BUENOS AIRES,No identificado,1992,ARGENTINA,100,6,200
1813,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-03-19T00:00:00,1134,LANUS Nº 3,Buenos Aires,Protocolo 21,2010,5,SEDAN 5 PTAS,112,RENAULT,712,SANDERO STEPWAY CONFORT 1.6 16V,1,Privado,Física,GERLI,BUENOS AIRES,Femenino,1953,ARGENTINA,100,6,200
1814,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2015-03-03T00:00:00,1135,LANUS Nº 4,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,08,CHEVROLET,DX,CLASSIC 4 P LS ABS+AIRBAG 1.4N,1,Privado,Física,LANÚS ESTE,BUENOS AIRES,Masculino,1978,ARGENTINA,100,6,200
1815,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-03-30T00:00:00,1136,ADROGUE Nº 2,Buenos Aires,Nacional,2006,17,SEDAN 5 PTAS,34,PEUGEOT,CR,206 XRD PREMIUM 5P,1,Privado,Física,ADROGUE*ALTE.BROWN,BUENOS AIRES,Masculino,1983,ARGENTINA,50,6,200
1816,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2005-02-04T00:00:00,1136,ADROGUE Nº 2,Buenos Aires,Protocolo 21,2005,10,TODO TERRENO,047,FORD,623,ECOSPORT 2.0L 4WD XLT,1,Privado,Física,CLAYPOLE,BUENOS AIRES,Femenino,1971,PARAGUAY,100,6,221
1817,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-09-03T00:00:00,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,2007,17,SEDAN 5 PTAS,53,VOLKSWAGEN,KN,SURAN 60A,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Femenino,1989,ARGENTINA,100,6,200
1818,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2012-08-28T00:00:00,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,34,PEUGEOT,LX,206 ALLURE 1.4 N 5P,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Femenino,1973,ARGENTINA,100,6,200
1819,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2022-08-29T00:00:00,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,2022,12,SEDAN 4 PUERTAS,17,FIAT,CR,CRONOS DRIVE 1.3 GSE CVT BZ,1,Privado,Física,CIUDAD EVITA,BUENOS AIRES,Femenino,1971,ARGENTINA,100,6,200
1820,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2003-08-26T00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Protocolo 21,2003,5,SEDAN 5 PTAS,027,CITROEN,170,C3 1.6I 16V EXCLUSIVE,1,Privado,Física,CIUDADELA,BUENOS AIRES,Masculino,1984,ARGENTINA,100,6,200
1821,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2016-10-12T00:00:00,1160,SAN MARTIN Nº 4,Buenos Aires,Protocolo 21,2016,82,PICK-UP CABINA DOBLE,044,FIAT,845,TORO VOLCANO 2.0 16V 4X4,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,No identificado,1992,ARGENTINA,100,6,200
1822,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-07-03T00:00:00,4069,RIO CEBALLOS,Córdoba,Nacional,2006,12,SEDAN 4 PTAS,34,PEUGEOT,ES,PARTNER PATAGONICA 1.9 D,1,Privado,Física,UNQUILLO,CORDOBA,Masculino,1974,ARGENTINA,100,14,200
1823,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2015-09-18T00:00:00,1161,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Protocolo 21,2015,5,SEDAN 5 PUERTAS,024,CHEVROLET,617,ONIX 1.4 N LTZ,1,Privado,Física,LUIS GUILLON,BUENOS AIRES,Femenino,1963,ARGENTINA,100,6,200
1824,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-10-29T00:00:00,1161,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Nacional,2007,17,SEDAN 5 PTAS,37,RENAULT,SB,CLIO PACK PLUS 1.2,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1989,ARGENTINA,100,6,200
1825,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1992-06-01T00:00:00,1162,OLAVARRIA Nº 2,Buenos Aires,Nacional,1992,,BERLINA 5 PTAS,37,RENAULT,20,11 TS,1,Privado,Física,OLAVARRIA,BUENOS AIRES,Femenino,1977,ARGENTINA,100,6,200
1826,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-02-28T00:00:00,1164,MAR DEL PLATA Nº 06,Buenos Aires,Protocolo 21,2007,30,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1,Privado,Jurídica,MAR DEL PLATA,BUENOS AIRES,No aplica,2011,No aplica,100,6,
1827,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2009-04-28T00:00:00,1164,MAR DEL PLATA Nº 06,Buenos Aires,Nacional,2009,22,FAMILIAR,37,RENAULT,UP,KANGOO CONFORT 1.5 DCICD DA SVT 1P,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1969,ARGENTINA,100,6,200
