_id,tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
1828,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2016-05-26T00:00:00,1165,SAN FERNANDO Nº 2,Buenos Aires,Protocolo 21,2016,4,RURAL 5 PUERTAS,112,RENAULT,A14,DUSTER PH2 PRIVILEGE 2.0,1,Privado,Física,VIRREYES,BUENOS AIRES,No identificado,1991,ARGENTINA,100,6,200
1829,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-01-28T00:00:00,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Protocolo 21,2014,5,SEDAN 5 PUERTAS,104,PEUGEOT,708,208 FELINE 1.6 N PACK CUIR,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Femenino,1957,ARGENTINA,100,6,200
1830,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2005-02-02T00:00:00,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Protocolo 21,2005,5,SEDAN 5 PUERTAS,044,FIAT,587,PALIO FIRE 1242 MPI 16V,1,Privado,Física,LLAVALLOL-.-,BUENOS AIRES,Femenino,1983,ARGENTINA,100,6,200
1831,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-07-29T00:00:00,1169,OLIVOS Nº 05,Buenos Aires,Protocolo 21,2014,2,SEDAN 4 PUERTAS,136,VOLKSWAGEN,496,VOYAGE 1.6 GP,1,Privado,Física,CARAPACHAY,BUENOS AIRES,Femenino,1992,ARGENTINA,100,6,200
1832,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-06-10T00:00:00,1169,OLIVOS Nº 05,Buenos Aires,Importado,2010,4,RURAL 5 PUERTAS,027,CITROEN,218,GRAND C4 PICASSO 2.0I BVA,1,Privado,Física,MUNRO,BUENOS AIRES,Femenino,1977,ARGENTINA,100,6,200
1833,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-10-10T00:00:00,13028,MENDOZA Nº 16,Mendoza,Nacional,2014,22,FURGON,34,PEUGEOT,KE,PARTNER CONFORT 1.4,1,Privado,Física,VILLA HIPODROMO,MENDOZA,Masculino,1993,ARGENTINA,100,50,200
1834,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-08-28T00:00:00,1174,LA MATANZA Nº 07,Buenos Aires,Importado,2013,4,RURAL 5 PUERTAS,158,DODGE,117,JOURNEY SXT 2.4,1,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1992,ARGENTINA,100,6,200
1835,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-11-03T00:00:00,1186,MORENO Nº 2,Buenos Aires,Protocolo 21,2014,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,526,MOVE UP! 1.0 MPI,1,Privado,Física,MORENO,BUENOS AIRES,Femenino,1967,ARGENTINA,100,6,200
1836,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1994-01-18T00:00:00,13001,MENDOZA Nº 01,Mendoza,Importado,1994,,STATION WAGON,"",FIAT,"",ELBA CSL,1,Privado,Física,EL CHALLAO,MENDOZA,Femenino,1981,ARGENTINA,100,50,200
1837,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2008-01-04T00:00:00,1192,MORON Nº 07,Buenos Aires,Nacional,2008,12,SEDAN 4 PTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6N,1,Privado,Física,EL PALOMAR,BUENOS AIRES,Masculino,1986,ARGENTINA,100,6,200
1838,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-10-18T00:00:00,13029,MENDOZA Nº 17,Mendoza,Nacional,2013,22,FURGON,34,PEUGEOT,LJ,PARTNER CONFORT HDI 1.6,1,Privado,Física,LA CIENEGUITA,MENDOZA,Femenino,2000,ARGENTINA,100,50,200
1839,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2011-06-02T00:00:00,13029,MENDOZA Nº 17,Mendoza,Nacional,2011,12,SEDAN 4 PTAS,34,PEUGEOT,KW,408 ALLURE 2.0N,1,Privado,Física,GODOY CRUZ,MENDOZA,Masculino,1999,ARGENTINA,100,50,200
1840,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-11-11T00:00:00,1194,AVELLANEDA Nº 5,Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,07,CITROEN,BD,C4 5P 1.6I X PACK PLUS,1,Privado,Física,GERLI,BUENOS AIRES,Masculino,1974,ARGENTINA,100,6,200
1841,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-04-16T00:00:00,5017,ITUZAINGO Nº 2,Corrientes,Nacional,2007,20,PICK-UP,19,FORD,TR,RANGER CS 4X2 XL PLUS 3.0LD,1,Privado,Física,COLONIA LIEBIG,CORRIENTES,Femenino,1998,ARGENTINA,100,18,200
1842,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-08-30T00:00:00,1200,SAN MARTIN Nº 6,Buenos Aires,Protocolo 21,2013,2,SEDAN 4 PUERTAS,024,CHEVROLET,614,PRISMA 1.4 N LT,1,Privado,Física,CIUDAD DEL LIBERTADOR GRAL.JOSE DE SAN M,BUENOS AIRES,Femenino,1987,ARGENTINA,100,6,200
1843,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1998-04-01T00:00:00,1201,MAR DEL PLATA Nº 08,Buenos Aires,Protocolo 21,1998,22,SEDAN 3 PTAS,047,FORD,238,KA,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1963,ARGENTINA,100,6,200
1844,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2005-04-18T00:00:00,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Nacional,2005,12,SEDAN 4 PTAS,08,CHEVROLET,BH,CORSA II 4 P GL AA+DIR GAS 1.8,1,Privado,Física,VILLA DE MAYO,BUENOS AIRES,No identificado,1979,ARGENTINA,100,6,200
1845,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2009-06-08T00:00:00,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Nacional,2009,18,SEDAN 3 PTAS,34,PEUGEOT,JH,207 COMPACT XT 1.6 3P,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Femenino,1997,ARGENTINA,100,6,200
1846,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2003-03-17T00:00:00,13030,MENDOZA Nº 18,Mendoza,Nacional,2003,31,SEMIRREMOLQUE,08,MALDONADO,16,SR-CA,1,Privado,Jurídica,KILÓMETRO 8,MENDOZA,No aplica,2018,No aplica,100,50,
1847,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1997-06-13T00:00:00,21068,ROSARIO Nº 17,Santa Fe,Protocolo 21,1997,11,PICK UP,024,CHEVROLET,123,S10 TURBO DIESEL,1,Privado,Física,ROSARIO,SANTA FE,No identificado,2000,ARGENTINA,100,82,200
1848,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-01-04T00:00:00,4075,CORDOBA Nº 22,Córdoba,Protocolo 21,2007,22,SEDAN 3 PTAS,047,FORD,238,KA,1,Privado,Física,CORDOBA,CORDOBA,Femenino,1970,ARGENTINA,100,14,200
1849,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1998-07-01T00:00:00,4075,CORDOBA Nº 22,Córdoba,Nacional,1998,17,SEDAN 5 PTAS,37,RENAULT,BW,MEGANE RT,1,Privado,Física,CAPITAL,CORDOBA,No identificado,1966,ARGENTINA,100,14,200
1850,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2018-03-26T00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2018,2,SEDAN 4 PUERTAS,047,FORD,B46,KA SEDAN SE,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1978,ARGENTINA,100,6,200
1851,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1980-11-21T00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,1980,11,COUPE 2 PUERTAS,41,TORINO,04,TORINO ZX,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1982,ARGENTINA,100,6,200
1852,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-04-14T00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Importado,2014,4,RURAL 5 PUERTAS,112,RENAULT,930,DUSTER CONFORT PLUS 1.6 4X2 ABS,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1977,PARAGUAY,100,6,221
1853,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2016-01-29T00:00:00,1255,LOMAS DE ZAMORA Nº 8,Buenos Aires,Protocolo 21,2016,4,RURAL 5 PUERTAS,112,RENAULT,A16,DUSTER PH2 DYNAMIQUE 1.6,1,Privado,Física,TEMPERLEY,BUENOS AIRES,Masculino,1974,ARGENTINA,100,6,200
1854,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-04-23T00:00:00,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Protocolo 21,2010,5,SEDAN 5 PTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,LOMA HERMOSA - PARTIDO: TRES DE FEBRERO,BUENOS AIRES,No identificado,1957,ARGENTINA,100,6,200
1855,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2017-07-26T00:00:00,1257,MORENO Nº 3,Buenos Aires,Protocolo 21,2017,5,SEDAN 5 PUERTAS,047,FORD,A36,FIESTA 1.6L SE,1,Privado,Física,MORENO,BUENOS AIRES,No identificado,1975,ARGENTINA,50,6,200
1856,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2023-10-30T00:00:00,1260,FLORENCIO VARELA Nº 3,Buenos Aires,Nacional,2023,22,FURGON,37,RENAULT,3B,KANGOO II EXPRESS CONFORT 1.6 SCE,1,Privado,Jurídica,FLORENCIO VARELA,BUENOS AIRES,No aplica,2014,No aplica,100,6,
1857,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-09-30T00:00:00,1260,FLORENCIO VARELA Nº 3,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,34,PEUGEOT,JK,207 COMPACT XS 1.4 5P,1,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,No identificado,1998,ARGENTINA,100,6,200
1858,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-11-05T00:00:00,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2010,4,RURAL 5 PTAS,044,FIAT,680,PALIO WEEKEND TREKKING 1.4MPI 8V,1,Privado,Física,PABLO NOGUES,BUENOS AIRES,Masculino,1977,ARGENTINA,100,6,200
1859,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-01-20T00:00:00,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,34,PEUGEOT,LZ,207 COMPACT ACTIVE 1.4 N 5P,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1977,ARGENTINA,100,6,200
1860,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2005-07-21T00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,2005,4,RURAL 5 PTAS,136,VOLKSWAGEN,276,GOL COUNTRY 1.6,1,Privado,Física,JOSE C. PAZ,BUENOS AIRES,No identificado,1980,ARGENTINA,100,6,200
1861,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2004-04-22T00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,2004,22,SEDAN 3 PTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,JOSE C PAZ,BUENOS AIRES,Masculino,1982,ARGENTINA,100,6,200
1862,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2000-10-20T00:00:00,1272,LA PLATA Nº 14,Buenos Aires,Protocolo 21,2000,22,SEDAN 3 PTAS,047,FORD,238,KA,1,Privado,Física,LOS HORNOS,BUENOS AIRES,Femenino,1985,ARGENTINA,100,6,200
1863,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2012-04-26T00:00:00,1272,LA PLATA Nº 14,Buenos Aires,Importado,2012,4,RURAL 5 PTAS,G89,CHERY,001,TIGGO 2.0 COMFORT,1,Privado,Física,JOSÉ HERNÁNDEZ,BUENOS AIRES,Femenino,1993,ARGENTINA,100,6,200
1864,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2016-08-18T00:00:00,1214,ITUZAINGO Nº 1 (EX. MORON Nº 8),Buenos Aires,Protocolo 21,2016,5,SEDAN 5 PUERTAS,104,PEUGEOT,709,208 ALLURE 1.5 N TOUCHSCREEN,1,Privado,Física,ITUZAINGO,BUENOS AIRES,Femenino,1970,ARGENTINA,100,6,200
1865,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2015-06-11T00:00:00,1273,MORENO Nº 4,Buenos Aires,Protocolo 21,2015,4,RURAL 5 PUERTAS,047,FORD,A03,ECOSPORT TITANIUM 2.0L MT N,1,Privado,Física,MORENO,BUENOS AIRES,Masculino,1972,ARGENTINA,100,6,200
1866,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-09-07T00:00:00,1273,MORENO Nº 4,Buenos Aires,Protocolo 21,2006,2,SEDAN 4 PTAS,130,TOYOTA,538,COROLLA XEI 2.0TD,1,Privado,Física,MORENO,BUENOS AIRES,No identificado,1987,PARAGUAY,100,6,221
1867,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2001-06-27T00:00:00,1275,ENSENADA,Buenos Aires,Protocolo 21,2001,22,SEDAN 3 PTAS,047,FORD,559,KA 1.6 XR,1,Privado,Física,ENSENADA,BUENOS AIRES,No identificado,1981,ARGENTINA,100,6,200
1868,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1999-05-14T00:00:00,1215,SAN ISIDRO Nº 08,Buenos Aires,Importado,1999,22,SEDAN 3 PTAS,136,VOLKSWAGEN,064,GOLF GTI,1,Privado,Física,BOULOGNE,BUENOS AIRES,Masculino,1995,ARGENTINA,100,6,200
1869,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2017-08-15T00:00:00,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,2017,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,BELEN DE ESCOBAR,BUENOS AIRES,Femenino,1989,ARGENTINA,100,6,200
1870,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-05-21T00:00:00,1281,BERISSO Nº 2,Buenos Aires,Protocolo 21,2010,5,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,BERISSO,BUENOS AIRES,No identificado,1993,ARGENTINA,100,6,200
1871,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2020-01-29T00:00:00,16013,CIPOLLETTI Nº 2,Río Negro,Protocolo 21,2020,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,670,GOL TREND TRENDLINE 1.6 GAS 101CV MQ,1,Privado,Física,CIPOLLETTI,RIO NEGRO,Femenino,1944,ARGENTINA,100,62,200
1872,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2014-08-14T00:00:00,1286,LA PLATA Nº 15,Buenos Aires,Nacional,2014,12,SEDAN 4 PUERTAS,17,FIAT,AZ,SIENA (F4) EL 1.4 8V,1,Privado,Física,LOS HORNOS,BUENOS AIRES,Masculino,1979,ARGENTINA,100,6,200
1873,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2019-02-22T00:00:00,1216,QUILMES Nº 7,Buenos Aires,Protocolo 21,2019,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,638,POLO TRENDLINE 1.6 MSI 110CV,1,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1956,ARGENTINA,100,6,200
1874,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2011-01-26T00:00:00,1288,MORENO Nº 5,Buenos Aires,Nacional,2011,22,FAMILIAR,34,PEUGEOT,KE,PARTNER CONFORT 1.4,1,Privado,Física,PASO DEL REY,BUENOS AIRES,Masculino,1968,ARGENTINA,100,6,200
1875,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-05-17T00:00:00,1288,MORENO Nº 5,Buenos Aires,Importado,2006,2,SEDAN 4 PTAS,011,AUDI,104,A4 2.0 TDI,1,Privado,Física,PASO DEL REY,BUENOS AIRES,Masculino,1980,PERU,100,6,222
1876,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1999-02-18T00:00:00,1289,QUILMES Nº 9,Buenos Aires,Protocolo 21,1999,22,SEDAN 3 PTAS,136,VOLKSWAGEN,212,GOL GL 1.6 D,1,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1996,ARGENTINA,100,6,200
1877,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2011-10-20T00:00:00,1289,QUILMES Nº 9,Buenos Aires,Nacional,2011,12,SEDAN 4 PUERTAS,17,FIAT,AS,SIENA FIRE 4P 1.4MPI 8V,1,Privado,Física,EZPELETA,BUENOS AIRES,Masculino,1971,PARAGUAY,100,6,221
1878,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-05-04T00:00:00,1290,LA MATANZA Nº 13,Buenos Aires,Protocolo 21,2007,2,SEDAN 4 PTAS,055,HONDA,B30,CIVIC LXS,1,Privado,Física,LA TABLADA,BUENOS AIRES,Masculino,1998,ARGENTINA,100,6,200
1879,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-09-20T00:00:00,1290,LA MATANZA Nº 13,Buenos Aires,Protocolo 21,2007,2,SEDAN 4 PUERTAS,024,CHEVROLET,357,ASTRA GL 2.0,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1980,ARGENTINA,100,6,200
1880,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2012-04-25T00:00:00,1290,LA MATANZA Nº 13,Buenos Aires,Protocolo 21,2012,82,PICK-UP CABINA DOBLE,024,CHEVROLET,581,S10 2.8TD 4X2 LTZ,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1971,ARGENTINA,100,6,200
1881,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2012-08-29T00:00:00,1293,PILAR Nº 4,Buenos Aires,Nacional,2012,12,SEDAN 4 PUERTAS,08,CHEVROLET,DP,CLASSIC 4P LS A+D SPIRIT 1.4N,1,Privado,Física,DEL VISO,BUENOS AIRES,Masculino,1973,ARGENTINA,100,6,200
1882,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-02-26T00:00:00,1294,LA PLATA Nº 16,Buenos Aires,Protocolo 21,2013,22,SEDAN 3 PTAS,047,FORD,815,KA FLY VIRAL 1.0L,1,Privado,Física,SAN LORENZO,BUENOS AIRES,Femenino,1991,ARGENTINA,100,6,200
1883,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2005-09-21T00:00:00,1294,LA PLATA Nº 16,Buenos Aires,Nacional,2005,12,SEDAN 4 PTAS,34,PEUGEOT,ES,PARTNER PATAGONICA 1.9D,1,Privado,Física,CITY BELL,BUENOS AIRES,No identificado,1993,ARGENTINA,100,6,200
1884,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-04-21T00:00:00,1218,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Protocolo 21,2010,5,SEDAN 5 PTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,CASTELAR,BUENOS AIRES,Femenino,1945,ARGENTINA,100,6,200
1885,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2017-03-27T00:00:00,1307,LANUS Nº 10,Buenos Aires,Protocolo 21,2017,4,RURAL 5 PUERTAS,112,RENAULT,A66,DUSTER PH2 DAKAR 2.0,1,Privado,Física,LANUS,BUENOS AIRES,No identificado,1967,ARGENTINA,100,6,200
1886,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2010-11-02T00:00:00,1311,LA MATANZA Nº 14,Buenos Aires,Protocolo 21,2010,5,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Masculino,1973,ARGENTINA,100,6,200
1887,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2006-07-19T00:00:00,1316,JOSE C. PAZ Nº 3,Buenos Aires,Protocolo 21,2006,22,SEDAN 3 PTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,JOSE C PAZ,BUENOS AIRES,Masculino,1998,ARGENTINA,100,6,200
1888,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2007-02-01T00:00:00,1316,JOSE C. PAZ Nº 3,Buenos Aires,Importado,2007,10,TODO TERRENO,130,TOYOTA,549,LAND CRUISER PRADO VX,1,Privado,Física,JOSÉ C. PAZ,BUENOS AIRES,Masculino,1976,ARGENTINA,100,6,200
1889,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1998-06-19T00:00:00,21073,VILLA GOBERNADOR GÁLVEZ,Santa Fe,Nacional,1998,17,SEDAN 5 PUERTAS,17,FIAT,27,PALIO HLD 5P,1,Privado,Física,VILLA GOBERNADOR GALVEZ,SANTA FE,Masculino,1970,ARGENTINA,100,82,200
1890,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2001-09-26T00:00:00,21073,VILLA GOBERNADOR GÁLVEZ,Santa Fe,Nacional,2001,18,SEDAN 3 PUERTAS,08,CHEVROLET,88,CORSA 3PTAS. SPORT,1,Privado,Física,VILLA GOBERNADOR GALVEZ,SANTA FE,Masculino,1994,ARGENTINA,100,82,200
1891,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2012-03-07T00:00:00,1317,ADROGUE Nº 6,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,34,PEUGEOT,LC,408 ALLURE+ HDI,1,Privado,Física,RAFAEL CALZADA,BUENOS AIRES,Masculino,1981,ARGENTINA,100,6,200
1892,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,1997-10-02T00:00:00,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,1997,22,SEDAN 3 PTAS,136,VOLKSWAGEN,202,GOL GL 1.6MI,1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Femenino,1985,ARGENTINA,50,6,200
1893,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2020-05-26T00:00:00,21038,ARROYO SECO Nº 1,Santa Fe,Protocolo 21,2020,5,SEDAN 5 PUERTAS,112,RENAULT,A83,KWID ZEN 1.0,1,Privado,Física,FIGHIERA,SANTA FE,Femenino,1983,ARGENTINA,100,82,200
1894,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2017-10-11T00:00:00,2009,CAPITAL FEDERAL Nº 009,Ciudad Autónoma de Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XH,SURAN 1.6 5D 060,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1962,ARGENTINA,100,2,200
1895,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2009-09-30T00:00:00,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Buenos Aires,Protocolo 21,2009,30,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1965,ARGENTINA,100,2,200
1896,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2013-02-14T00:00:00,2015,CAPITAL FEDERAL Nº 015,Ciudad Autónoma de Buenos Aires,Importado,2013,2,SEDAN 4 PUERTAS,136,VOLKSWAGEN,467,VOLKSWAGEN VENTO 2.0 TSI,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1999,ARGENTINA,100,2,200
1897,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2021-02-05T00:00:00,2016,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Buenos Aires,Protocolo 21,2021,5,SEDAN 5 PUERTAS,130,TOYOTA,908,ETIOS X 1.5 6M/T,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1970,ARGENTINA,100,2,200
1898,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-13T00:00:00,2008-04-25T00:00:00,2024,CAPITAL FEDERAL Nº 024,Ciudad Autónoma de Buenos Aires,Nacional,2008,17,SEDAN 5 PTAS,08,CHEVROLET,BC,CORSA CLASSIC SW BASE+AC 1.6N,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1977,ARGENTINA,100,2,200
